"Date","Price","Open","High","Low","Vol.","Change %"
"04/10/2020","9,300.27","9,237.67","9,324.39","9,237.50","","0.68%"
"04/09/2020","9,237.67","9,183.80","9,312.66","9,182.34","","0.59%"
"04/08/2020","9,183.80","9,056.03","9,196.91","9,056.03","","1.41%"
"04/07/2020","9,056.03","9,240.00","9,279.12","9,051.22","","-1.99%"
"04/06/2020","9,240.00","9,395.76","9,401.42","9,240.00","","-1.66%"
"04/03/2020","9,395.76","9,559.50","9,570.30","9,394.15","","-1.72%"
"04/02/2020","9,559.86","9,626.54","9,668.30","9,530.81","","-0.69%"
"04/01/2020","9,626.05","9,704.85","9,717.96","9,626.05","","-0.81%"
"03/31/2020","9,704.85","9,725.94","9,760.49","9,704.85","","-0.22%"
"03/30/2020","9,725.94","9,743.75","9,818.62","9,724.40","","-0.18%"
"03/27/2020","9,743.75","9,799.53","9,852.88","9,729.47","","-0.57%"
"03/26/2020","9,799.53","9,891.77","9,971.59","9,785.28","","-0.93%"
"03/25/2020","9,891.77","10,167.92","10,222.41","9,891.77","","-2.72%"
"03/24/2020","10,167.92","9,953.45","10,191.42","9,953.45","","2.15%"
"03/23/2020","9,953.45","9,609.27","9,953.45","9,609.27","","3.58%"
"03/20/2020","9,609.27","9,291.60","9,609.28","9,291.60","","3.42%"
"03/19/2020","9,291.60","8,987.89","9,298.24","8,916.12","","3.38%"
"03/18/2020","8,987.89","9,298.54","9,302.62","8,987.89","","-3.34%"
"03/17/2020","9,298.54","9,596.00","9,602.41","9,298.54","","-3.10%"
"03/16/2020","9,596.00","10,524.05","10,524.05","9,596.00","","-8.82%"
"03/13/2020","10,524.05","10,579.76","10,579.76","10,266.87","","-0.53%"
"03/12/2020","10,579.76","11,339.46","11,342.70","10,579.08","","-6.70%"
"03/11/2020","11,339.46","11,395.21","11,493.60","11,329.70","","-0.49%"
"03/10/2020","11,395.21","10,806.41","11,447.92","10,805.88","","5.45%"
"03/09/2020","10,806.41","11,474.03","11,474.03","10,787.00","","-5.82%"
"03/06/2020","11,474.03","11,835.47","11,844.79","11,473.23","","-3.05%"
"03/05/2020","11,835.47","11,881.83","11,933.53","11,832.83","","-0.39%"
"03/04/2020","11,881.83","11,961.71","11,971.59","11,881.11","","-0.67%"
"03/03/2020","11,961.71","12,189.28","12,190.06","11,939.35","","-1.87%"
"03/02/2020","12,189.28","12,260.94","12,268.94","12,189.28","","-0.58%"
"02/28/2020","12,260.94","12,380.29","12,403.08","12,260.94","","-0.96%"
"02/27/2020","12,380.29","12,410.25","12,410.25","12,350.31","","-0.24%"
"02/26/2020","12,410.25","12,442.24","12,442.24","12,404.64","","-0.26%"
"02/25/2020","12,442.24","12,406.97","12,446.92","12,404.36","","0.28%"
"02/24/2020","12,406.97","12,506.96","12,506.96","12,358.58","","-0.80%"
"02/21/2020","12,506.96","12,279.24","12,507.26","12,279.24","","1.85%"
"02/20/2020","12,279.24","12,274.85","12,279.24","12,221.75","","0.04%"
"02/19/2020","12,274.85","12,263.19","12,276.00","12,244.68","","0.10%"
"02/18/2020","12,263.19","12,338.46","12,350.95","12,258.50","","-0.61%"
"02/17/2020","12,338.46","12,340.24","12,340.24","12,225.78","","-0.01%"
"02/14/2020","12,340.24","12,204.42","12,340.24","12,161.59","","1.11%"
"02/13/2020","12,204.42","12,027.31","12,204.42","12,027.08","","1.47%"
"02/12/2020","12,027.31","12,034.32","12,044.02","11,997.78","","-0.06%"
"02/11/2020","12,034.32","12,186.39","12,186.63","12,026.61","","-1.25%"
"02/10/2020","12,186.39","12,165.23","12,187.29","12,117.05","","0.17%"
"02/07/2020","12,165.23","12,180.99","12,195.70","12,124.28","","-0.13%"
"02/06/2020","12,180.99","12,312.97","12,312.97","12,180.49","","-1.07%"
"02/05/2020","12,312.97","12,315.14","12,386.05","12,312.93","","-0.02%"
"02/04/2020","12,315.14","12,288.16","12,342.75","12,288.16","","0.22%"
"02/03/2020","12,288.16","12,531.90","12,531.90","12,268.76","","-1.94%"
"01/31/2020","12,531.90","12,468.24","12,531.90","12,427.37","","0.51%"
"01/30/2020","12,468.24","12,533.16","12,546.41","12,468.24","","-0.52%"
"01/29/2020","12,533.16","12,577.50","12,579.58","12,517.25","","-0.35%"
"01/28/2020","12,577.50","12,597.09","12,599.65","12,544.66","","-0.16%"
"01/27/2020","12,597.09","12,600.45","12,636.07","12,587.16","","-0.03%"
"01/24/2020","12,600.45","12,577.83","12,605.79","12,550.12","","0.18%"
"01/23/2020","12,577.83","12,633.57","12,655.84","12,570.51","","-0.44%"
"01/22/2020","12,633.57","12,521.23","12,634.08","12,516.88","","0.90%"
"01/21/2020","12,521.23","12,487.31","12,522.03","12,474.66","","0.27%"
"01/20/2020","12,487.31","12,486.85","12,493.26","12,461.69","","0.00%"
"01/17/2020","12,486.85","12,391.34","12,486.85","12,373.52","","0.77%"
